,brand,model_name,screen_size,ram,rom,cams,sim_type,battary,sale_percentage,product_rating,seller_name,seller_score,seller_followers,Reviews
231,Samsung,Galaxy A04 ,6.5,4.0,64.0,50MP + 2MP + 2MP + 5MP,Dual,5000.0,32%,3.5,CELLINY COLLECTIONS,74%,967,"[ (4 out of 5) Good ], [ (2 out of 5) Always need to reboot when turned on ], [ (3 out of 5) I like it ]"
232,Nokia,C32 ,6.5,11.0,64.0,50MP + 2MP + 8MP,Dual,0.0,7%,0.0,Minestar,86%,1002,No reviews
233,Samsung,Galaxy A14 ,6.6,4.0,64.0,50MP + 5MP + 2MP + 2MP + 13MP,Dual,5000.0,23%,5.0,Superfly,74%,284,No reviews
234,Samsung,Galaxy A03 Core ,6.5,2.0,32.0,8MP + 5MP,Dual,5000.0,24%,3.5,Superfly,74%,284,No reviews
235,Realme,C55 ,6.72,8.0,256.0,64MP,Dual,5000.0,10%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
236,Realme,C33 ,6.5,4.0,128.0,50MP + 5MP,Dual,5000.0,16%,4.6,Minestar,86%,1002,[ (5 out of 5) its a good phone ]
237,Tecno,Spark 10 Pro ,6.8,24.0,128.0,50MP + 32MP,Dual,0.0,21%,5.0,KM KENYA ELECTRONICS,80%,1467,No reviews
238,Nokia,C12 ,6.3,2.0,64.0,8MP + 5MP,Dual,3000.0,18%,0.0,SmartNets Enterprises,74%,249,No reviews
239,Tecno,Pop 7 Pro Display ,6.56,4.0,64.0,13MP + 5MP,Dual,5000.0,24%,0.0,Kingsly,74%,287,No reviews
240,Oppo,Reno 8 4G ,6.43,8.0,256.0,2MP + 32MP,Dual,4500.0,25%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
241,Infinix,Hot 30 Play ,6.82,8.0,128.0,16MP + 8MP,Dual,6000.0,34%,0.0,Minestar,86%,1002,No reviews
242,Infinix,HOT 12 Display ,6.82,4.0,128.0,13MP + 8MP,Dual,5000.0,20%,3.5,Kingsly,74%,287,No reviews
243,Tecno,Pop 7 Pro Disp ,6.56,3.0,64.0,13MP + 5MP,Dual,5000.0,16%,0.0,Kingsly,74%,287,No reviews
244,Tecno,CAMON 20 Pro 4G Mr Doodle Edition Night ,6.67,16.0,256.0,32MP + 64MP,Dual,5000.0,20%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
245,XIAOMI,REDMI A2 PLUS ,6.52,2.0,32.0,8MP + 5MP,Dual,0.0,23%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
246,Infinix,Smart 7 HD ,6.6,2.0,64.0,8MP + 5MP,Dual,5000.0,32%,5.0,Little Angels,40%,1014,No reviews
247,Nokia,C12 ,6.3,2.0,64.0,8MP + 5MP,Dual,3000.0,21%,0.0,SmartNets Enterprises,74%,249,No reviews
248,Samsung,Galaxy A14 ,6.6,4.0,64.0,50MP + 5MP + 2MP + 2MP + 13MP,Dual,5000.0,45%,0.0,Minestar,86%,1002,No reviews
249,Infinix,Hot 30 Play ,6.82,8.0,128.0,16MP + 8MP,Dual,6000.0,24%,0.0,Superfly,74%,284,No reviews
250,Samsung,Galaxy Z Flip5 ,6.7,8.0,256.0,12MP + 12MP + 10MP,Dual,3700.0,0,0.0,CELLTIC CORNER,100%,592,No reviews
251,Realme,C33 ,6.5,4.0,128.0,50MP + 5MP,Dual,5000.0,19%,0.0,Minestar,86%,1002,No reviews
252,Tecno,Pop 6 ,6.1,2.0,32.0,5MP + 5MP,Dual,5000.0,3%,0.0,Little Angels,40%,1014,No reviews
253,Samsung,Galaxy A24 4G ,6.5,4.0,128.0,50MP + 5MP + 2MP + 13MP,Dual,5000.0,20%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
254,Realme,C33 ,6.5,4.0,128.0,50MP + 5MP,Dual,5000.0,25%,0.0,SmartNets Enterprises,74%,249,No reviews
255,Samsung,Galaxy M33 5G ,6.6,6.0,128.0,50MP + 5MP + 2MP + 2MP + 8MP,Dual,6000.0,10%,0.0,NOVA PHONES,80%,1277,No reviews
256,Infinix,NOTE 30 VIP ,6.67,8.0,256.0,109MP + 2MP,Dual,0.0,1%,0.0,SmartNets Enterprises,74%,249,No reviews
257,Realme,C33 ,6.5,4.0,128.0,50MP + 5MP,Dual,5000.0,23%,0.0,SmartNets Enterprises,74%,249,No reviews
258,Vivo,Y36 ,6.64,8.0,128.0,50MP + 2MP + 16MP,Dual,5000.0,24%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
259,Nokia,C1 2nd Edition ,5.45,1.0,16.0,5MP + 5MP,Dual,0.0,25%,0.0,Minestar,86%,1002,No reviews
260,Samsung,Galaxy A04s ,6.5,4.0,64.0,50MP + 2MP + 2MP + 5MP,Dual,5000.0,1%,0.0,t markets,98%,3,No reviews
261,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,29%,0.0,SmartNets Enterprises,74%,249,No reviews
262,XIAOMI,Redmi 10A ,6.53,4.0,128.0,13MP + 5MP,Dual,5000.0,1%,0.0,Superfly,74%,284,No reviews
263,Oppo,A78 4G ,6.43,8.0,256.0,50MP + 8MP,Dual,5000.0,30%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
264,Oppo,A18 ,6.56,4.0,128.0,8MP + 2MP + 5MP,Dual,5000.0,31%,0.0,SmartNets Enterprises,74%,249,No reviews
265,XIAOMI,Redmi A2 ,6.52,2.0,32.0,8MP + 5MP,Dual,5000.0,26%,0.0,MNI NabŘi Dealers,60%,17,No reviews
266,Samsung,Galaxy F23 5G ,6.6,6.0,128.0,50MP + 8MP + 2MP + 8MP,Dual,5000.0,10%,4.0,Superfly,74%,284,[ (4 out of 5) latest mobile ]
267,Realme,C33 ,6.5,4.0,128.0,50MP + 5MP,Dual,5000.0,19%,5.0,Minestar,86%,1002,No reviews
268,Tecno,Spark 10 Pro ,6.8,8.0,128.0,50MP + 2MP + 32MP,Dual,5000.0,16%,4.0,Superfly,74%,284,No reviews
269,Realme,C33 ,6.5,4.0,128.0,50MP + 5MP,Dual,5000.0,18%,0.0,Minestar,86%,1002,No reviews
270,Tecno,Spark 10C ,6.6,8.0,128.0,16MP + 2MP,Dual,5000.0,41%,0.0,Minestar,86%,1002,No reviews
271,Tecno,Spark 10 Pro ,6.8,8.0,256.0,50MP + 32MP,Dual,5000.0,33%,5.0,Kingsly,74%,287,[ (5 out of 5) storage ]
272,Oppo,A58 ,6.72,6.0,128.0,50MP + 2MP + 8MP,Dual,5000.0,36%,0.0,Minestar,86%,1002,No reviews
273,XIAOMI,Redmi Note 12 ,6.67,8.0,128.0,50MP + 8MP + 2MP,Dual,0.0,21%,4.0,SmartNets Enterprises,74%,249,No reviews
274,Nokia,C12 ,6.3,2.0,64.0,8MP + 5MP,Dual,3000.0,21%,0.0,SmartNets Enterprises,74%,249,No reviews
275,Samsung,Galaxy F04 ,6.5,4.0,64.0,13MP + 2MP + 5MP,Dual,5000.0,43%,0.0,KM KENYA ELECTRONICS,80%,1467,No reviews
276,Nokia,C1 2nd Edition ,5.45,1.0,16.0,5MP + 5MP,Dual,0.0,25%,0.0,Minestar,86%,1002,No reviews
277,Oppo,A98 5G ,6.72,8.0,256.0,64MP + 2MP + 2MP + 32MP,Dual,5000.0,13%,0.0,Amira Store,100%,219,No reviews
278,Oppo,A98 5G ,6.72,8.0,256.0,64MP + 2MP + 2MP + 32MP,Dual,5000.0,30%,0.0,Minestar,86%,1002,No reviews
279,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,29%,0.0,SmartNets Enterprises,74%,249,No reviews
280,XIAOMI,Redmi 10A ,6.53,4.0,128.0,13MP + 5MP,Dual,5000.0,1%,0.0,Superfly,74%,284,No reviews
281,Oppo,A18 ,6.56,4.0,128.0,8MP + 2MP + 5MP,Dual,5000.0,20%,0.0,Kingsly,74%,287,No reviews
282,Tecno,Spark 10C ,6.6,4.0,128.0,16MP + 2MP,Dual,5000.0,30%,0.0,Marcus shop,94%,15,No reviews
283,Tecno,Spark 10c ,6.6,12.0,128.0,16MP + 8MP,Dual,5000.0,44%,5.0,KM KENYA ELECTRONICS,80%,1467,No reviews
284,Samsung,Galaxy A03 Core ,6.5,2.0,32.0,8MP + 5MP,Dual,5000.0,32%,3.7,Little Angels,40%,1014,[ (5 out of 5) I like it ]
285,Nokia,C32 ,6.5,11.0,64.0,50MP + 2MP + 8MP,Dual,0.0,9%,0.0,Minestar,86%,1002,No reviews
286,Nokia,C1 2nd Edition ,5.45,1.0,16.0,5MP + 5MP,Dual,0.0,28%,0.0,Superfly,74%,284,No reviews
287,Infinix,Hot 30 Play ,6.82,8.0,128.0,16MP + 8MP,Dual,6000.0,22%,3.0,CELLINY COLLECTIONS,74%,967,No reviews
288,Realme,C55 ,6.72,8.0,256.0,64MP,Dual,5000.0,25%,5.0,Minestar,86%,1002,No reviews
289,Samsung,Galaxy S10 Plus Renewed ,6.4,8.0,128.0,76MP + 12MP + 12MP + 16MP + 10MP + 8MP,Single,4100.0,0,0.0,Badili Phones,66%,110,No reviews
290,Oppo,F11 Renewed ,6.5,6.0,64.0,72MP + 48MP + 5MP + 16MP,Dual,4020.0,0,0.0,Badili Phones,66%,110,No reviews
291,XIAOMI,Redmi 12 ,6.79,4.0,128.0,50MP + 8MP + 2MP + 8MP,Dual,5000.0,27%,0.0,SmartNets Enterprises,74%,249,No reviews
292,Tecno,Spark 10 ,6.6,16.0,128.0,50MP + 8MP + 50MP,Dual,5000.0,23%,0.0,Minestar,86%,1002,No reviews
293,Samsung,Galaxy A04s ,6.5,4.0,64.0,50MP + 2MP + 2MP + 5MP,Dual,5000.0,19%,0.0,Minestar,86%,1002,No reviews
294,Infinix,NOTE 30 ,6.66,8.0,256.0,64MP + 2MP,Dual,0.0,47%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
295,XIAOMI,Redmi A2 ,6.52,3.0,64.0,8MP + 5MP,Dual,5000.0,20%,0.0,SmartNets Enterprises,74%,249,No reviews
296,Tecno,Spark 9PRO ,6.6,4.0,128.0,50MP + 32MP,Dual,5000.0,43%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
297,Samsung,Galaxy A04e ,6.5,3.0,32.0,13MP + 2MP + 5MP,Dual,0.0,29%,0.0,Minestar,86%,1002,No reviews
298,Infinix,NOTE 30 ,6.66,8.0,256.0,64MP + 2MP,Dual,0.0,38%,0.0,SmartNets Enterprises,74%,249,No reviews
299,Samsung,Galaxy A24 4G ,6.5,6.0,128.0,50MP + 5MP + 2MP + 13MP,Dual,5000.0,22%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
300,Samsung,Galaxy A03 Core ,6.5,2.0,32.0,8MP + 5MP,Dual,5000.0,23%,4.0,KM KENYA ELECTRONICS,80%,1467,"[ (2 out of 5) Network poor. I hate it ], [ (5 out of 5) Good one ], [ (5 out of 5) Love it! ], [ (3 out of 5) I like it ]"
301,Nokia,C12 ,6.3,2.0,64.0,8MP + 5MP,Dual,3000.0,2%,0.0,Superfly,74%,284,No reviews
302,Infinix,Hot 30 Play ,6.82,8.0,128.0,16MP + 8MP,Dual,6000.0,22%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
303,Oppo,A17 ,6.56,4.0,64.0,13MP + 5MP,Dual,5000.0,5%,0.0,Superfly,74%,284,No reviews
304,Oppo,A15s Renewed ,6.52,4.0,64.0,13MP + 2MP + 2MP + 8MP,Dual,4230.0,13%,0.0,Badili Phones,66%,110,No reviews
305,Infinix,Smart 7 HD ,6.6,2.0,64.0,8MP + 5MP,Dual,5000.0,32%,5.0,Little Angels,40%,1014,[ (5 out of 5) I like it. ]
306,Tecno,CAMON 20 Pro ,6.67,8.0,256.0,32MP + 64MP,Dual,5000.0,26%,5.0,Minestar,86%,1002,No reviews
307,Tecno,Spark 10 ,6.6,16.0,128.0,50MP + 8MP + 50MP,Dual,5000.0,24%,0.0,Minestar,86%,1002,No reviews
308,Tecno,Pop 6 ,6.1,2.0,32.0,5MP + 5MP,Dual,5000.0,15%,5.0,Little Angels,40%,1014,No reviews
309,Tecno,Spark 10 Pro Display ,6.8,8.0,128.0,50MP + 32MP,Dual,5000.0,22%,0.0,Kingsly,74%,287,No reviews
310,Samsung,Galaxy A03 Core ,6.5,2.0,32.0,8MP + 5MP,Dual,5000.0,0,0.0,midland electronics,100%,18,No reviews
311,Realme,C55 ,6.72,6.0,128.0,64MP,Dual,5000.0,10%,0.0,SmartNets Enterprises,74%,249,No reviews
312,Samsung,Galaxy A24 4G ,6.5,4.0,128.0,50MP + 5MP + 2MP + 13MP,Dual,0.0,10%,0.0,Superfly,74%,284,No reviews
313,Infinix,Hot 30 Play ,6.82,8.0,128.0,16MP + 8MP,Dual,6000.0,37%,0.0,Minestar,86%,1002,No reviews
314,Infinix,Hot 30 Play ,6.82,8.0,128.0,16MP + 8MP,Dual,6000.0,8%,0.0,NGALA STORE,94%,123,No reviews
315,Infinix,NOTE 30 VIP ,6.67,8.0,256.0,109MP + 2MP,Dual,0.0,1%,0.0,SmartNets Enterprises,74%,249,No reviews
316,Oppo,Reno 7 5G ,6.43,8.0,256.0,2MP + 32MP,Dual,4500.0,20%,0.0,Minestar,86%,1002,No reviews
317,Vivo,Y36 ,6.64,8.0,128.0,50MP + 2MP + 16MP,Dual,5000.0,21%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
318,Realme,C30s Display ,6.5,2.0,32.0,8MP + 5MP,Dual,5000.0,5%,0.0,VANTON TECH,60%,150,No reviews
319,Samsung,Galaxy A24 ,6.5,6.0,128.0,50MP + 5MP + 2MP + 13MP,Dual,5000.0,32%,0.0,Minestar,86%,1002,No reviews
320,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,26%,0.0,SmartNets Enterprises,74%,249,No reviews
321,Infinix,Hot 30i ,6.6,4.0,128.0,13MP + 8MP,Dual,5000.0,16%,0.0,Superfly,74%,284,No reviews
322,XIAOMI,Redmi A2 ,6.52,2.0,32.0,8MP + 5MP,Dual,5000.0,12%,0.0,Superfly,74%,284,No reviews
323,Infinix,NOTE 30 VIP ,6.67,8.0,256.0,109MP + 2MP,Dual,0.0,1%,0.0,SmartNets Enterprises,74%,249,No reviews
324,Infinix,NOTE 30 ,6.66,8.0,256.0,64MP + 2MP,Dual,0.0,38%,0.0,SmartNets Enterprises,74%,249,No reviews
325,Tecno,POP 7 Pro ,6.6,11.0,64.0,5MP + 13MP,Dual,0.0,30%,0.0,KM KENYA ELECTRONICS,80%,1467,No reviews
326,Samsung,Galaxy M13 ,6.6,6.0,128.0,50MP + 5MP + 2MP + 8MP,Dual,0.0,5%,0.0,Superfly,74%,284,No reviews
327,Samsung,Galaxy A14 ,6.6,4.0,64.0,50MP + 5MP + 2MP + 2MP + 13MP,Dual,5000.0,29%,5.0,Superfly,74%,284,No reviews
328,Infinix,Hot 30 Play ,6.82,8.0,128.0,16MP + 8MP,Dual,6000.0,22%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
329,Oppo,A17 ,6.56,4.0,64.0,13MP + 5MP,Dual,5000.0,5%,0.0,Superfly,74%,284,No reviews
330,Oppo,A15s Renewed ,6.52,4.0,64.0,13MP + 2MP + 2MP + 8MP,Dual,4230.0,13%,0.0,Badili Phones,66%,110,No reviews
331,Samsung,Galaxy A24 4G ,6.5,4.0,128.0,50MP + 5MP + 2MP + 13MP,Dual,5000.0,29%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
332,Samsung,Galaxy M13 SCREEN SIZE ,6.6,6.0,128.0,50MP + 5MP + 2MP + 8MP,Dual,0.0,11%,5.0,Superfly,74%,284,[ (5 out of 5) Happy customer. ]
333,Infinix,Hot 30 Play ,6.82,8.0,128.0,16MP + 8MP,Dual,6000.0,43%,0.0,Minestar,86%,1002,No reviews
334,Tecno,CAMON 20 Pro ,6.67,8.0,256.0,32MP + 64MP,Dual,5000.0,26%,5.0,Minestar,86%,1002,No reviews
335,Infinix,NOTE 30 ,6.66,8.0,256.0,64MP + 2MP,Dual,0.0,40%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
336,Samsung,Galaxy A03 Core Disp ,6.5,2.0,32.0,8MP + 5MP,Dual,5000.0,41%,5.0,Kingsly,74%,287,No reviews
337,Gionee,F6 ,5.7,3.0,32.0,13MP + 2MP + 8MP,Dual,2970.0,0,0.0,3C Market,60%,2,No reviews
338,Oppo,A16k ,6.52,4.0,64.0,13MP + 5MP,Dual,4230.0,21%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
339,XIAOMI,Redmi 12C ,6.71,3.0,64.0,50MP + 5MP,Dual,5000.0,10%,0.0,SmartNets Enterprises,74%,249,No reviews
340,Infinix,Smart 7 HD ,6.6,2.0,64.0,8MP + 5MP,Dual,5000.0,22%,0.0,Superfly,74%,284,No reviews
341,XIAOMI,Redmi 12C ,6.71,3.0,64.0,50MP + 5MP,Dual,5000.0,10%,0.0,SmartNets Enterprises,74%,249,No reviews
342,Oppo,Reno 10 5G ,6.7,8.0,256.0,64MP + 32MP + 8MP + 32MP,Dual,5000.0,19%,0.0,SmartNets Enterprises,74%,249,No reviews
343,Apple,one 14 Pro Max ,6.7,6.0,256.0,12MP + 12MP,Single,4323.0,32%,0.0,Brybell Master Ltd,50%,16,No reviews
344,Oppo,A58 ,6.72,6.0,128.0,50MP + 2MP + 8MP,Dual,5000.0,35%,0.0,Minestar,86%,1002,No reviews
345,Infinix,Hot 30i ,6.6,4.0,128.0,13MP + 8MP,Dual,5000.0,13%,0.0,Superfly,74%,284,No reviews
346,Nokia,C31 ,6.75,4.0,64.0,13MP + 2MP + 5MP,Dual,0.0,19%,0.0,Superfly,74%,284,No reviews
347,Infinix,NOTE 30 ,6.66,8.0,256.0,64MP + 2MP,Dual,0.0,25%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
348,Samsung,Galaxy A04s ,6.5,4.0,128.0,50MP + 2MP + 2MP + 5MP,Dual,0.0,25%,0.0,Superfly,74%,284,No reviews
349,Realme,C21Y ,6.5,3.0,32.0,13MP + 5MP,Dual,5000.0,21%,0.0,PAFEL MALL,50%,23,No reviews
350,Infinix,Hot 30i ,6.6,4.0,128.0,13MP + 8MP,Dual,5000.0,12%,0.0,Superfly,74%,284,No reviews
351,Samsung,A03 Core ,6.5,2.0,32.0,8MP + 5MP,Dual,5000.0,1%,0.0,Kattason enterprise,94%,291,No reviews
352,Tecno,Spark 10 Pro ,6.8,8.0,128.0,50MP + 2MP + 32MP,Dual,5000.0,4%,5.0,SmartNets Enterprises,74%,249,No reviews
353,Samsung,Galaxy A24 4G ,6.5,6.0,128.0,50MP + 5MP + 2MP + 13MP,Dual,5000.0,22%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
354,Samsung,Galaxy A04e ,6.5,3.0,32.0,13MP + 2MP + 5MP,Dual,5000.0,32%,0.0,KM KENYA ELECTRONICS,80%,1467,No reviews
355,Realme,C55 ,6.72,6.0,128.0,64MP,Dual,5000.0,10%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
356,Oppo,A17 ,6.56,4.0,64.0,13MP + 5MP,Dual,5000.0,8%,5.0,Superfly,74%,284,No reviews
357,Tecno,Spark 10 Pro Display ,6.8,8.0,256.0,50MP + 32MP,Dual,5000.0,31%,4.0,Kingsly,74%,287,No reviews
358,Infinix,Smart 7 HD ,6.6,2.0,64.0,8MP + 5MP,Dual,5000.0,31%,4.0,Little Angels,40%,1014,[ (5 out of 5) jumia ]
359,XIAOMI,Redmi Note 12 ,6.67,6.0,128.0,50MP + 8MP + 2MP,Dual,0.0,8%,0.0,Superfly,74%,284,No reviews
360,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,28%,0.0,SmartNets Enterprises,74%,249,No reviews
361,Oppo,Reno10 5G ,6.7,8.0,256.0,64MP + 32MP + 8MP + 32MP,Dual,5000.0,29%,0.0,KM KENYA ELECTRONICS,80%,1467,No reviews
362,Infinix,NOTE 12 VIP ,6.67,8.0,256.0,108MP + 13MP + 2MP + 16MP,Dual,4500.0,17%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
363,Infinix,Note 12i ,6.82,4.0,128.0,50MP + 2MP + 2MP + 8MP,Dual,5000.0,28%,0.0,SmartNets Enterprises,74%,249,No reviews
364,Tecno,Spark 10 Pro ,6.8,16.0,256.0,50MP + 2MP + 32MP,Dual,5000.0,33%,0.0,Minestar,86%,1002,No reviews
365,Oppo,Reno 10 5G ,6.7,8.0,256.0,64MP + 32MP + 8MP + 32MP,Dual,5000.0,33%,0.0,Minestar,86%,1002,No reviews
366,Oppo,A16k ,6.52,4.0,64.0,13MP + 5MP,Dual,4230.0,0,5.0,jkam,46%,11,No reviews
367,Samsung,Galaxy M33 5G ,6.6,6.0,128.0,50MP + 5MP + 2MP + 2MP + 8MP,Dual,6000.0,10%,4.7,NOVA PHONES,80%,1277,No reviews
368,XIAOMI,Redmi Note 12 ,6.67,6.0,128.0,50MP + 8MP + 2MP,Dual,0.0,21%,0.0,Minestar,86%,1002,No reviews
369,Samsung,Galaxy A04E ,6.5,3.0,32.0,50MP + 2MP + 5MP,Dual,0.0,36%,5.0,MNI NabŘi Dealers,60%,17,No reviews
370,Infinix,NOTE 30 ,6.66,8.0,256.0,64MP + 2MP,Dual,0.0,29%,3.0,CELLINY COLLECTIONS,74%,967,No reviews
371,Samsung,Galaxy S9 S9 Plus ,6.2,6.0,64.0,12MP,Single,0.0,43%,4.5,FashionYuyu,100%,146,No reviews
372,Samsung,Galaxy A14 ,6.6,4.0,64.0,50MP + 5MP + 2MP + 2MP + 13MP,Dual,5000.0,29%,0.0,Superfly,74%,284,No reviews
373,Oppo,A18 ,6.56,4.0,128.0,8MP + 2MP + 5MP,Dual,5000.0,21%,0.0,Kingsly,74%,287,No reviews
374,Realme,C55 ,6.72,6.0,128.0,64MP,Dual,5000.0,10%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
375,Tecno,Spark 10 Disp ,6.6,8.0,128.0,50MP + 8MP,Dual,5000.0,32%,0.0,Kingsly,74%,287,No reviews
376,Tecno,Camon 20 ,6.67,16.0,256.0,32MP + 64MP + 2MP,Dual,0.0,15%,0.0,Little Angels,40%,1014,No reviews
377,Tecno,Camon 20 ,6.67,16.0,256.0,32MP + 64MP + 2MP,Dual,0.0,17%,0.0,Little Angels,40%,1014,No reviews
378,XIAOMI,Redmi 10C ,6.7,4.0,64.0,5MP,Dual,0.0,8%,1.0,CELLINY COLLECTIONS,74%,967,[ (1 out of 5) Lies not actually 10c ]
379,Vivo,Y17s ,6.64,8.0,128.0,50MP + 2MP + 16MP,Dual,5000.0,21%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
380,Oppo,A78 4G ,6.43,8.0,256.0,50MP + 8MP,Dual,5000.0,30%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
381,XIAOMI,Redmi Note 12s 4G ,6.43,8.0,256.0,108MP + 8MP + 2MP + 12MP,Dual,5000.0,13%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
382,Oppo,A7 ,6.2,3.0,64.0,3+2MP + 16MP,Dual,4230.0,0,0.0,Bonucci,New,4,No reviews
383,Samsung,Galaxy A04s ,6.5,4.0,128.0,50MP + 2MP + 2MP + 5MP,Dual,0.0,22%,0.0,Superfly,74%,284,No reviews
384,Samsung,Galaxy M33 5G ,6.6,6.0,128.0,50MP + 5MP + 2MP + 2MP + 8MP,Dual,6000.0,31%,0.0,Sysnex,86%,27,No reviews
385,Oppo,A17K ,6.56,3.0,64.0,8MP + 2MP + 5MP,Dual,5000.0,16%,0.0,Minestar,86%,1002,No reviews
386,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,29%,0.0,Minestar,86%,1002,No reviews
387,Tecno,CAMON 20 Pro ,6.67,8.0,256.0,32MP + 64MP,Dual,5000.0,11%,0.0,SmartNets Enterprises,74%,249,No reviews
